Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State,timestamp
8,188,T-Shirt,Clothing,93.0,Houston,Supplier B,Weekly,13.0,956.67,20.4,223.0,Yes,64.0,20.0,31,290,41,29.7604,-95.3698,TX,
4,151,Sofa,Groceries,495.0,Phoenix,Supplier B,Monthly,2.0,881.95,-1.6,310.0,Yes,44.0,39.0,36,204,13,33.4484,-112.074,AZ,
8,171,Sofa,Electronics,91.0,Phoenix,Supplier C,Weekly,10.0,769.99,-6.3,120.0,Yes,70.0,20.0,14,278,4,33.4484,-112.074,AZ,
2,174,Bananas,Electronics,133.0,Houston,Supplier B,Quarterly,7.0,472.76,4.1,96.0,No,35.0,7.0,46,388,13,29.7604,-95.3698,TX,
5,160,Laptop,Footwear,123.0,Phoenix,Supplier D,Monthly,2.0,591.08,-4.6,244.0,Yes,40.0,4.0,28,493,35,33.4484,-112.074,AZ,
9,163,Bananas,Furniture,440.0,Los Angeles,Supplier D,Weekly,1.0,839.65,12.6,174.0,No,66.0,31.0,47,369,4,34.0522,-118.2437,CA,
4,104,Laptop,Groceries,415.0,Chicago,Supplier B,Monthly,10.0,548.62,7.0,69.0,Yes,21.0,30.0,32,134,19,41.8781,-87.6298,IL,
6,152,T-Shirt,Furniture,342.0,Houston,Supplier D,Weekly,14.0,740.81,8.5,241.0,No,14.0,37.0,28,323,24,29.7604,-95.3698,TX,
1,154,Sofa,Furniture,419.0,New York,Supplier A,Monthly,9.0,792.75,11.7,315.0,Yes,16.0,21.0,12,77,33,40.7128,-74.006,NY,
9,136,Sofa,Furniture,118.0,Phoenix,Supplier B,Weekly,14.0,517.96,29.3,88.0,Yes,25.0,1.0,13,447,33,33.4484,-112.074,AZ,
1,155,T-Shirt,Furniture,455.0,Los Angeles,Supplier B,Monthly,5.0,540.89,21.7,57.0,No,61.0,3.0,22,471,9,34.0522,-118.2437,CA,
5,158,Bananas,Electronics,198.0,Los Angeles,Supplier B,Monthly,14.0,205.86,15.2,76.0,No,90.0,13.0,42,483,3,34.0522,-118.2437,CA,
4,192,Bananas,Groceries,282.0,Chicago,Supplier A,Monthly,13.0,252.29,4.5,266.0,No,30.0,7.0,48,346,3,41.8781,-87.6298,IL,
3,168,Sneakers,Footwear,374.0,Los Angeles,Supplier A,Monthly,4.0,905.89,-8.9,146.0,No,36.0,6.0,29,116,30,34.0522,-118.2437,CA,
6,172,Laptop,Furniture,1.0,Phoenix,Supplier B,Monthly,4.0,841.93,-5.3,180.0,No,88.0,6.0,30,201,18,33.4484,-112.074,AZ,
2,158,Bananas,Footwear,211.0,Phoenix,Supplier C,Quarterly,14.0,20.02,19.2,112.0,Yes,32.0,34.0,15,87,2,33.4484,-112.074,AZ,
3,101,T-Shirt,Electronics,263.0,Los Angeles,Supplier C,Monthly,11.0,870.69,4.8,86.0,Yes,81.0,32.0,40,68,32,34.0522,-118.2437,CA,
5,164,Bananas,Electronics,420.0,Phoenix,Supplier D,Monthly,13.0,34.98,3.4,246.0,Yes,34.0,16.0,4,418,43,33.4484,-112.074,AZ,
9,159,Sofa,Clothing,332.0,Phoenix,Supplier A,Monthly,1.0,463.7,25.6,249.0,No,20.0,38.0,33,101,9,33.4484,-112.074,AZ,
2,150,Laptop,Furniture,212.0,New York,Supplier D,Weekly,3.0,76.76,9.4,314.0,Yes,72.0,8.0,46,456,2,40.7128,-74.006,NY,
8,129,Sneakers,Clothing,87.0,Houston,Supplier D,Monthly,13.0,969.13,26.0,271.0,No,66.0,21.0,9,162,20,29.7604,-95.3698,TX,
2,110,Laptop,Footwear,153.0,Phoenix,Supplier B,Quarterly,1.0,972.6,25.5,349.0,Yes,94.0,11.0,38,313,27,33.4484,-112.074,AZ,
5,191,Sofa,Groceries,350.0,Phoenix,Supplier C,Monthly,5.0,614.76,-6.8,128.0,No,63.0,23.0,16,421,36,33.4484,-112.074,AZ,
7,175,Sofa,Clothing,187.0,Chicago,Supplier D,Weekly,5.0,398.28,27.8,271.0,No,19.0,6.0,26,390,41,41.8781,-87.6298,IL,
8,138,Sofa,Electronics,61.0,Houston,Supplier B,Weekly,9.0,516.87,-6.9,232.0,Yes,59.0,46.0,43,71,46,29.7604,-95.3698,TX,
1,189,Sofa,Furniture,285.0,Houston,Supplier A,Monthly,13.0,764.68,28.5,66.0,No,82.0,15.0,27,173,19,29.7604,-95.3698,TX,
6,176,T-Shirt,Footwear,95.0,Houston,Supplier D,Monthly,8.0,230.96,8.1,275.0,Yes,10.0,11.0,11,169,16,29.7604,-95.3698,TX,
1,171,Sneakers,Electronics,274.0,Los Angeles,Supplier C,Monthly,5.0,447.31,20.4,157.0,Yes,95.0,27.0,46,103,26,34.0522,-118.2437,CA,
2,162,Sofa,Groceries,41.0,New York,Supplier A,Monthly,5.0,739.9,18.2,164.0,No,79.0,15.0,43,228,14,40.7128,-74.006,NY,
1,163,Sofa,Furniture,147.0,New York,Supplier B,Weekly,7.0,401.44,10.7,93.0,Yes,39.0,45.0,26,133,47,40.7128,-74.006,NY,
5,160,Bananas,Groceries,246.0,Chicago,Supplier A,Monthly,12.0,41.68,14.8,303.0,No,64.0,38.0,14,60,18,41.8781,-87.6298,IL,
9,153,Sneakers,Groceries,132.0,Houston,Supplier D,Weekly,2.0,512.32,28.0,58.0,No,86.0,4.0,1,451,28,29.7604,-95.3698,TX,
6,191,Laptop,Furniture,449.0,Houston,Supplier A,Weekly,13.0,740.04,27.1,255.0,Yes,95.0,14.0,11,145,47,29.7604,-95.3698,TX,
1,193,Sneakers,Furniture,297.0,Phoenix,Supplier A,Quarterly,7.0,977.05,16.2,89.0,No,15.0,45.0,30,211,19,33.4484,-112.074,AZ,
1,172,Sneakers,Groceries,123.0,Los Angeles,Supplier A,Weekly,1.0,46.68,16.3,83.0,No,33.0,10.0,24,109,30,34.0522,-118.2437,CA,
2,194,Sneakers,Footwear,143.0,Los Angeles,Supplier C,Monthly,14.0,544.52,-0.1,357.0,Yes,94.0,29.0,49,193,41,34.0522,-118.2437,CA,
9,157,Sofa,Furniture,182.0,Chicago,Supplier D,Monthly,5.0,455.44,23.1,178.0,No,96.0,12.0,4,357,21,41.8781,-87.6298,IL,
3,184,Sofa,Electronics,192.0,New York,Supplier B,Monthly,12.0,250.02,15.3,87.0,No,14.0,40.0,22,183,21,40.7128,-74.006,NY,
1,155,T-Shirt,Clothing,456.0,Houston,Supplier C,Monthly,12.0,641.39,23.0,65.0,No,16.0,20.0,46,9,48,29.7604,-95.3698,TX,
5,133,Laptop,Footwear,399.0,Chicago,Supplier D,Quarterly,6.0,171.99,16.3,174.0,No,12.0,37.0,8,132,30,41.8781,-87.6298,IL,
7,130,Bananas,Furniture,207.0,Los Angeles,Supplier B,Quarterly,13.0,291.03,2.0,279.0,Yes,22.0,2.0,47,426,49,34.0522,-118.2437,CA,
6,151,Sneakers,Furniture,434.0,Los Angeles,Supplier B,Quarterly,11.0,783.94,-2.4,109.0,Yes,63.0,20.0,16,430,42,34.0522,-118.2437,CA,
1,188,Laptop,Footwear,231.0,Los Angeles,Supplier B,Quarterly,14.0,465.81,-6.9,44.0,Yes,72.0,12.0,33,74,37,34.0522,-118.2437,CA,
5,175,Laptop,Clothing,22.0,Houston,Supplier D,Weekly,10.0,993.73,13.4,69.0,Yes,85.0,38.0,33,96,41,29.7604,-95.3698,TX,
5,100,T-Shirt,Groceries,402.0,Houston,Supplier B,Quarterly,1.0,392.6,1.4,110.0,Yes,15.0,30.0,10,129,46,29.7604,-95.3698,TX,
6,154,Bananas,Electronics,80.0,Houston,Supplier B,Weekly,9.0,468.63,15.2,336.0,Yes,88.0,47.0,2,343,32,29.7604,-95.3698,TX,
3,121,Sneakers,Furniture,130.0,Phoenix,Supplier C,Monthly,9.0,307.26,-7.7,222.0,No,56.0,18.0,44,371,30,33.4484,-112.074,AZ,
5,139,Bananas,Clothing,292.0,New York,Supplier B,Weekly,1.0,243.93,5.0,195.0,No,91.0,10.0,4,401,22,40.7128,-74.006,NY,
7,100,T-Shirt,Electronics,276.0,Los Angeles,Supplier A,Weekly,4.0,923.06,0.4,233.0,No,64.0,7.0,23,372,24,34.0522,-118.2437,CA,
5,164,Sofa,Footwear,400.0,Los Angeles,Supplier C,Quarterly,8.0,751.34,4.8,240.0,No,58.0,42.0,27,222,10,34.0522,-118.2437,CA,
5,162,Laptop,Furniture,323.0,Phoenix,Supplier C,Monthly,2.0,340.07,-7.8,287.0,No,66.0,5.0,33,128,24,33.4484,-112.074,AZ,
5,153,Sneakers,Groceries,376.0,Los Angeles,Supplier D,Monthly,13.0,703.15,19.0,144.0,Yes,12.0,48.0,33,347,1,34.0522,-118.2437,CA,
3,141,Sofa,Footwear,414.0,Los Angeles,Supplier B,Quarterly,13.0,966.13,-5.3,363.0,Yes,31.0,29.0,41,335,35,34.0522,-118.2437,CA,
1,120,T-Shirt,Furniture,55.0,Houston,Supplier A,Weekly,11.0,83.31,-9.4,262.0,No,44.0,35.0,20,374,16,29.7604,-95.3698,TX,
5,178,Bananas,Clothing,66.0,Houston,Supplier A,Quarterly,13.0,271.86,27.9,106.0,Yes,37.0,39.0,13,486,5,29.7604,-95.3698,TX,
9,180,Laptop,Electronics,227.0,New York,Supplier B,Weekly,8.0,208.57,-2.3,345.0,Yes,51.0,12.0,11,7,31,40.7128,-74.006,NY,
1,121,Sneakers,Electronics,26.0,Los Angeles,Supplier B,Quarterly,10.0,871.09,23.1,125.0,Yes,21.0,10.0,19,225,45,34.0522,-118.2437,CA,
3,137,Sofa,Furniture,441.0,Chicago,Supplier D,Quarterly,13.0,187.4,28.6,127.0,Yes,10.0,37.0,49,389,37,41.8781,-87.6298,IL,
4,198,Sofa,Footwear,253.0,Los Angeles,Supplier A,Monthly,12.0,315.0,11.4,85.0,Yes,32.0,2.0,32,436,25,34.0522,-118.2437,CA,
1,179,Laptop,Groceries,197.0,Los Angeles,Supplier C,Monthly,14.0,548.42,11.0,147.0,No,37.0,3.0,3,116,43,34.0522,-118.2437,CA,
1,107,Bananas,Clothing,130.0,New York,Supplier D,Monthly,13.0,624.88,4.7,148.0,No,78.0,14.0,13,103,49,40.7128,-74.006,NY,
8,161,T-Shirt,Furniture,243.0,Chicago,Supplier D,Quarterly,9.0,810.1,7.0,67.0,Yes,45.0,47.0,28,226,25,41.8781,-87.6298,IL,
2,146,Bananas,Clothing,312.0,Los Angeles,Supplier C,Monthly,9.0,413.25,9.3,214.0,Yes,63.0,20.0,22,53,3,34.0522,-118.2437,CA,
8,116,Bananas,Electronics,212.0,Chicago,Supplier D,Monthly,14.0,538.9,-3.9,271.0,Yes,56.0,45.0,19,375,38,41.8781,-87.6298,IL,
7,116,Bananas,Groceries,190.0,Houston,Supplier B,Quarterly,1.0,965.81,4.6,80.0,No,65.0,49.0,31,3,32,29.7604,-95.3698,TX,
2,189,Laptop,Clothing,290.0,Houston,Supplier C,Monthly,9.0,304.39,22.6,156.0,Yes,19.0,4.0,20,318,48,29.7604,-95.3698,TX,
6,112,Laptop,Furniture,226.0,Chicago,Supplier C,Weekly,4.0,255.61,-2.7,132.0,Yes,14.0,26.0,24,32,20,41.8781,-87.6298,IL,
6,116,T-Shirt,Groceries,246.0,Los Angeles,Supplier A,Monthly,12.0,713.49,19.2,258.0,Yes,23.0,47.0,32,258,30,34.0522,-118.2437,CA,
3,137,Bananas,Footwear,56.0,Chicago,Supplier C,Weekly,12.0,773.42,16.1,240.0,Yes,33.0,15.0,9,80,2,41.8781,-87.6298,IL,
2,180,Laptop,Furniture,55.0,Chicago,Supplier D,Monthly,8.0,420.63,-7.7,114.0,No,72.0,9.0,19,124,5,41.8781,-87.6298,IL,
1,177,T-Shirt,Clothing,276.0,Houston,Supplier A,Quarterly,13.0,220.85,-9.1,303.0,No,37.0,3.0,23,337,19,29.7604,-95.3698,TX,
6,144,T-Shirt,Groceries,306.0,Chicago,Supplier D,Quarterly,14.0,781.13,4.1,56.0,Yes,30.0,2.0,25,309,20,41.8781,-87.6298,IL,
5,105,Bananas,Furniture,409.0,Phoenix,Supplier B,Monthly,9.0,673.79,17.7,101.0,No,85.0,39.0,33,396,22,33.4484,-112.074,AZ,
9,134,Sneakers,Groceries,340.0,Phoenix,Supplier B,Weekly,3.0,877.47,3.2,124.0,Yes,29.0,41.0,49,380,11,33.4484,-112.074,AZ,
1,113,Bananas,Groceries,153.0,Houston,Supplier A,Monthly,6.0,845.88,16.7,105.0,No,71.0,30.0,46,389,18,29.7604,-95.3698,TX,
7,171,Sneakers,Groceries,53.0,Los Angeles,Supplier A,Quarterly,3.0,213.14,16.6,35.0,Yes,60.0,37.0,44,260,27,34.0522,-118.2437,CA,
5,160,T-Shirt,Clothing,398.0,Los Angeles,Supplier D,Monthly,1.0,834.02,22.3,119.0,No,49.0,17.0,2,312,31,34.0522,-118.2437,CA,
5,114,Laptop,Furniture,444.0,Houston,Supplier B,Quarterly,10.0,183.42,-6.0,109.0,Yes,94.0,3.0,3,336,35,29.7604,-95.3698,TX,
2,153,Sofa,Electronics,111.0,Los Angeles,Supplier A,Weekly,6.0,865.07,13.1,251.0,Yes,90.0,9.0,28,210,44,34.0522,-118.2437,CA,
3,126,T-Shirt,Electronics,492.0,New York,Supplier B,Weekly,5.0,772.62,-7.5,112.0,Yes,74.0,8.0,37,448,45,40.7128,-74.006,NY,
7,112,Laptop,Clothing,427.0,Phoenix,Supplier B,Quarterly,3.0,574.16,-3.0,111.0,Yes,37.0,9.0,35,45,21,33.4484,-112.074,AZ,
6,130,T-Shirt,Clothing,491.0,New York,Supplier B,Weekly,14.0,645.8,3.0,181.0,No,63.0,17.0,14,444,20,40.7128,-74.006,NY,
2,134,Bananas,Groceries,446.0,New York,Supplier D,Quarterly,14.0,113.04,18.3,74.0,No,11.0,24.0,24,404,9,40.7128,-74.006,NY,
6,159,Sneakers,Furniture,487.0,New York,Supplier D,Quarterly,4.0,49.49,29.0,241.0,No,90.0,8.0,37,309,31,40.7128,-74.006,NY,
2,105,T-Shirt,Furniture,204.0,Houston,Supplier B,Quarterly,2.0,337.34,3.7,100.0,No,23.0,14.0,3,329,9,29.7604,-95.3698,TX,
2,168,Laptop,Footwear,112.0,New York,Supplier B,Monthly,12.0,823.19,10.8,292.0,Yes,23.0,16.0,23,272,7,40.7128,-74.006,NY,
2,185,Bananas,Footwear,325.0,Chicago,Supplier B,Weekly,10.0,471.13,0.4,87.0,No,53.0,18.0,34,227,33,41.8781,-87.6298,IL,
3,157,Sofa,Electronics,447.0,Los Angeles,Supplier C,Monthly,10.0,231.16,17.0,86.0,No,91.0,49.0,9,349,1,34.0522,-118.2437,CA,
2,148,Bananas,Footwear,258.0,Houston,Supplier C,Monthly,13.0,836.2,4.7,140.0,No,49.0,24.0,18,113,19,29.7604,-95.3698,TX,
4,122,Sneakers,Footwear,438.0,Chicago,Supplier D,Weekly,14.0,236.34,9.3,171.0,No,43.0,39.0,2,30,3,41.8781,-87.6298,IL,
9,188,Bananas,Electronics,16.0,Chicago,Supplier B,Monthly,4.0,817.34,12.7,85.0,Yes,74.0,47.0,22,276,39,41.8781,-87.6298,IL,
6,133,Sofa,Electronics,439.0,Phoenix,Supplier C,Quarterly,4.0,458.45,17.4,41.0,Yes,27.0,27.0,35,362,12,33.4484,-112.074,AZ,
1,125,Laptop,Footwear,350.0,Phoenix,Supplier A,Monthly,3.0,468.86,-7.6,44.0,No,43.0,28.0,31,214,30,33.4484,-112.074,AZ,
8,146,T-Shirt,Furniture,495.0,Chicago,Supplier A,Quarterly,6.0,279.99,12.2,37.0,No,96.0,7.0,26,87,16,41.8781,-87.6298,IL,
7,104,Sneakers,Footwear,427.0,Phoenix,Supplier B,Weekly,1.0,901.17,7.2,260.0,Yes,58.0,34.0,14,436,13,33.4484,-112.074,AZ,
3,189,Sofa,Groceries,445.0,Los Angeles,Supplier C,Monthly,9.0,97.9,-4.6,215.0,Yes,89.0,27.0,45,292,24,34.0522,-118.2437,CA,
1,119,Sneakers,Groceries,166.0,Los Angeles,Supplier A,Weekly,11.0,152.96,-1.7,82.0,No,92.0,34.0,48,22,17,34.0522,-118.2437,CA,
5,105,Bananas,Groceries,301.0,Phoenix,Supplier D,Quarterly,10.0,639.53,25.4,166.0,No,64.0,39.0,28,385,27,33.4484,-112.074,AZ,
4,169,Sneakers,Clothing,382.0,New York,Supplier A,Monthly,3.0,851.61,24.9,203.0,No,71.0,19.0,11,21,29,40.7128,-74.006,NY,
8,158,Sofa,Groceries,435.0,Chicago,Supplier D,Quarterly,3.0,104.5,-8.7,248.0,No,79.0,6.0,32,176,41,41.8781,-87.6298,IL,
1,163,T-Shirt,Furniture,426.0,Los Angeles,Supplier A,Quarterly,12.0,736.41,17.6,292.0,Yes,33.0,30.0,21,491,14,34.0522,-118.2437,CA,
1,117,T-Shirt,Clothing,280.0,Phoenix,Supplier A,Quarterly,3.0,745.09,12.2,284.0,Yes,90.0,28.0,23,467,5,33.4484,-112.074,AZ,
4,103,Sneakers,Clothing,371.0,Phoenix,Supplier C,Weekly,7.0,585.71,27.6,329.0,Yes,57.0,12.0,24,456,43,33.4484,-112.074,AZ,
8,116,Laptop,Groceries,158.0,Los Angeles,Supplier A,Weekly,8.0,491.86,26.3,299.0,Yes,89.0,15.0,12,261,38,34.0522,-118.2437,CA,
5,113,Sneakers,Footwear,421.0,Los Angeles,Supplier A,Weekly,2.0,327.88,13.2,104.0,Yes,48.0,45.0,3,376,6,34.0522,-118.2437,CA,
2,177,Bananas,Electronics,249.0,New York,Supplier D,Monthly,1.0,357.95,-4.4,253.0,Yes,57.0,39.0,6,168,24,40.7128,-74.006,NY,
6,112,T-Shirt,Footwear,379.0,Phoenix,Supplier D,Quarterly,5.0,677.69,8.4,121.0,No,79.0,39.0,48,221,40,33.4484,-112.074,AZ,
5,106,T-Shirt,Footwear,181.0,Phoenix,Supplier A,Weekly,8.0,74.63,19.0,163.0,Yes,89.0,15.0,12,82,33,33.4484,-112.074,AZ,
2,143,T-Shirt,Clothing,191.0,Houston,Supplier B,Quarterly,14.0,589.09,28.1,192.0,No,18.0,36.0,20,477,9,29.7604,-95.3698,TX,
3,114,Laptop,Clothing,487.0,New York,Supplier A,Weekly,3.0,285.94,4.6,227.0,Yes,38.0,3.0,6,79,42,40.7128,-74.006,NY,
9,118,Laptop,Clothing,139.0,Los Angeles,Supplier A,Quarterly,6.0,471.94,21.4,218.0,No,77.0,1.0,20,498,49,34.0522,-118.2437,CA,
7,162,Sofa,Furniture,78.0,Los Angeles,Supplier C,Weekly,3.0,563.39,17.3,102.0,Yes,69.0,7.0,14,301,3,34.0522,-118.2437,CA,
7,134,Sneakers,Furniture,407.0,Chicago,Supplier A,Weekly,6.0,886.8,-6.9,235.0,Yes,35.0,9.0,41,159,23,41.8781,-87.6298,IL,
6,180,Sneakers,Electronics,373.0,Los Angeles,Supplier A,Weekly,12.0,583.28,12.3,60.0,No,47.0,1.0,49,143,21,34.0522,-118.2437,CA,
8,134,Bananas,Clothing,336.0,Phoenix,Supplier D,Weekly,4.0,234.89,-2.7,148.0,No,71.0,5.0,44,314,22,33.4484,-112.074,AZ,
4,118,T-Shirt,Groceries,50.0,Los Angeles,Supplier D,Quarterly,14.0,88.66,17.3,312.0,No,35.0,47.0,1,437,45,34.0522,-118.2437,CA,
8,119,Laptop,Clothing,85.0,Phoenix,Supplier D,Weekly,11.0,630.72,14.4,188.0,No,23.0,36.0,20,45,8,33.4484,-112.074,AZ,
4,199,Bananas,Furniture,183.0,Phoenix,Supplier D,Weekly,7.0,549.6,28.9,284.0,Yes,58.0,10.0,22,451,20,33.4484,-112.074,AZ,
8,134,Bananas,Clothing,183.0,New York,Supplier A,Weekly,11.0,675.08,27.4,274.0,Yes,52.0,2.0,40,236,14,40.7128,-74.006,NY,
9,131,Laptop,Furniture,4.0,Los Angeles,Supplier B,Quarterly,10.0,464.8,-9.6,135.0,Yes,97.0,23.0,31,492,30,34.0522,-118.2437,CA,
3,147,Sneakers,Clothing,481.0,New York,Supplier C,Weekly,1.0,826.87,-6.8,227.0,Yes,17.0,39.0,31,170,8,40.7128,-74.006,NY,
3,143,T-Shirt,Groceries,438.0,Phoenix,Supplier C,Quarterly,1.0,920.98,20.8,149.0,Yes,49.0,29.0,28,225,19,33.4484,-112.074,AZ,
2,123,Sneakers,Electronics,317.0,Los Angeles,Supplier B,Monthly,5.0,49.6,17.4,111.0,No,34.0,19.0,12,408,45,34.0522,-118.2437,CA,
3,160,Bananas,Groceries,111.0,Los Angeles,Supplier B,Quarterly,9.0,746.65,22.0,337.0,Yes,72.0,38.0,16,294,38,34.0522,-118.2437,CA,
3,116,T-Shirt,Furniture,334.0,New York,Supplier C,Monthly,5.0,44.81,0.7,299.0,Yes,13.0,47.0,33,307,36,40.7128,-74.006,NY,
5,170,Sofa,Footwear,339.0,New York,Supplier A,Weekly,4.0,450.65,24.0,216.0,No,24.0,20.0,35,280,6,40.7128,-74.006,NY,
5,149,Bananas,Groceries,251.0,Phoenix,Supplier C,Weekly,8.0,466.99,7.7,305.0,Yes,25.0,12.0,44,461,34,33.4484,-112.074,AZ,
2,164,Sneakers,Clothing,133.0,Phoenix,Supplier B,Quarterly,13.0,699.26,0.5,81.0,No,63.0,11.0,4,91,10,33.4484,-112.074,AZ,
6,198,Sneakers,Electronics,100.0,Los Angeles,Supplier A,Weekly,5.0,358.88,-9.6,325.0,Yes,20.0,35.0,10,417,31,34.0522,-118.2437,CA,
5,131,Sneakers,Clothing,479.0,Los Angeles,Supplier C,Weekly,1.0,822.69,24.9,97.0,Yes,37.0,49.0,34,147,11,34.0522,-118.2437,CA,
6,135,Laptop,Clothing,493.0,Houston,Supplier A,Quarterly,7.0,349.44,11.4,329.0,Yes,16.0,7.0,41,281,43,29.7604,-95.3698,TX,
1,112,Bananas,Groceries,402.0,Houston,Supplier A,Weekly,11.0,349.09,29.0,163.0,No,47.0,23.0,3,70,35,29.7604,-95.3698,TX,
5,169,T-Shirt,Electronics,172.0,Chicago,Supplier B,Monthly,4.0,230.53,18.6,149.0,No,33.0,17.0,31,481,11,41.8781,-87.6298,IL,
9,157,Sneakers,Footwear,287.0,Phoenix,Supplier D,Monthly,10.0,687.03,-6.8,86.0,No,77.0,48.0,31,473,40,33.4484,-112.074,AZ,
2,113,Sneakers,Clothing,119.0,Chicago,Supplier C,Weekly,5.0,85.82,13.5,215.0,Yes,46.0,2.0,1,471,32,41.8781,-87.6298,IL,
1,136,Laptop,Electronics,350.0,Chicago,Supplier B,Weekly,13.0,369.42,-9.3,101.0,No,44.0,5.0,5,49,49,41.8781,-87.6298,IL,
9,178,T-Shirt,Footwear,405.0,New York,Supplier C,Monthly,6.0,274.22,12.3,187.0,Yes,15.0,21.0,5,17,26,40.7128,-74.006,NY,
9,167,Bananas,Clothing,175.0,New York,Supplier D,Weekly,13.0,237.04,4.0,257.0,Yes,42.0,13.0,2,149,22,40.7128,-74.006,NY,
9,139,Sofa,Electronics,30.0,Houston,Supplier D,Monthly,7.0,70.37,15.7,337.0,No,90.0,11.0,15,43,1,29.7604,-95.3698,TX,
6,158,Laptop,Groceries,55.0,Chicago,Supplier D,Quarterly,11.0,198.48,11.7,263.0,No,63.0,24.0,1,212,48,41.8781,-87.6298,IL,
8,179,Bananas,Clothing,361.0,Houston,Supplier D,Monthly,2.0,451.78,0.5,40.0,No,23.0,33.0,21,204,29,29.7604,-95.3698,TX,
1,191,Sofa,Clothing,196.0,Phoenix,Supplier C,Weekly,14.0,508.7,-3.5,204.0,Yes,28.0,27.0,37,205,39,33.4484,-112.074,AZ,
4,115,Sneakers,Electronics,453.0,Los Angeles,Supplier A,Weekly,1.0,276.81,6.2,290.0,No,97.0,35.0,7,338,22,34.0522,-118.2437,CA,
1,161,Sneakers,Clothing,41.0,New York,Supplier A,Monthly,12.0,653.74,29.5,160.0,Yes,20.0,18.0,11,406,32,40.7128,-74.006,NY,
8,103,T-Shirt,Footwear,173.0,Phoenix,Supplier D,Monthly,3.0,342.44,7.4,31.0,Yes,80.0,21.0,26,63,25,33.4484,-112.074,AZ,
1,144,Sofa,Clothing,330.0,Phoenix,Supplier D,Weekly,10.0,373.57,20.0,278.0,No,54.0,4.0,42,24,40,33.4484,-112.074,AZ,
3,189,Sneakers,Furniture,219.0,New York,Supplier A,Weekly,12.0,784.8,-7.7,229.0,Yes,69.0,41.0,2,33,45,40.7128,-74.006,NY,
4,127,Sneakers,Footwear,208.0,New York,Supplier B,Weekly,1.0,556.45,5.2,211.0,No,97.0,32.0,30,451,29,40.7128,-74.006,NY,
8,195,T-Shirt,Electronics,158.0,Chicago,Supplier D,Quarterly,4.0,953.64,13.2,156.0,Yes,67.0,43.0,14,209,37,41.8781,-87.6298,IL,
6,165,Bananas,Footwear,333.0,Houston,Supplier A,Quarterly,6.0,365.71,20.0,326.0,Yes,97.0,49.0,5,487,32,29.7604,-95.3698,TX,
7,130,Sneakers,Furniture,228.0,Phoenix,Supplier B,Monthly,5.0,829.56,11.1,226.0,Yes,87.0,11.0,31,480,30,33.4484,-112.074,AZ,
8,102,Laptop,Furniture,85.0,Chicago,Supplier A,Monthly,13.0,740.95,10.6,315.0,No,33.0,3.0,48,273,18,41.8781,-87.6298,IL,
2,107,Laptop,Clothing,173.0,Chicago,Supplier B,Quarterly,11.0,891.29,20.6,73.0,Yes,20.0,21.0,32,176,44,41.8781,-87.6298,IL,
8,123,Bananas,Clothing,245.0,Phoenix,Supplier C,Quarterly,4.0,957.22,2.5,39.0,Yes,81.0,43.0,34,44,48,33.4484,-112.074,AZ,
3,114,Sofa,Groceries,360.0,Phoenix,Supplier B,Monthly,7.0,17.6,-6.4,254.0,Yes,53.0,14.0,10,153,3,33.4484,-112.074,AZ,
7,142,T-Shirt,Footwear,173.0,Los Angeles,Supplier D,Quarterly,13.0,97.41,3.9,245.0,No,88.0,6.0,31,456,12,34.0522,-118.2437,CA,
3,130,Laptop,Groceries,335.0,Houston,Supplier B,Monthly,11.0,677.6,-3.6,240.0,Yes,75.0,29.0,27,363,20,29.7604,-95.3698,TX,
7,172,Laptop,Furniture,212.0,Phoenix,Supplier B,Weekly,11.0,396.3,28.6,315.0,Yes,97.0,31.0,18,355,8,33.4484,-112.074,AZ,
2,144,Bananas,Clothing,84.0,New York,Supplier D,Monthly,6.0,820.93,13.1,246.0,No,54.0,47.0,5,188,31,40.7128,-74.006,NY,
6,165,Sofa,Clothing,173.0,Los Angeles,Supplier C,Quarterly,3.0,21.86,7.9,360.0,Yes,83.0,28.0,17,285,24,34.0522,-118.2437,CA,
3,107,Sofa,Clothing,183.0,Houston,Supplier B,Quarterly,9.0,808.91,26.5,78.0,No,41.0,43.0,11,12,13,29.7604,-95.3698,TX,
3,170,Bananas,Electronics,443.0,New York,Supplier C,Quarterly,5.0,143.89,26.0,192.0,No,26.0,36.0,5,356,8,40.7128,-74.006,NY,
9,156,Laptop,Furniture,133.0,New York,Supplier A,Monthly,13.0,297.35,6.6,222.0,No,63.0,28.0,38,383,42,40.7128,-74.006,NY,
7,179,T-Shirt,Clothing,380.0,Houston,Supplier A,Quarterly,10.0,969.39,25.0,174.0,Yes,19.0,19.0,48,137,14,29.7604,-95.3698,TX,
5,198,Laptop,Furniture,288.0,Los Angeles,Supplier D,Monthly,1.0,61.08,-7.4,188.0,Yes,95.0,3.0,37,474,15,34.0522,-118.2437,CA,
7,129,Sofa,Clothing,262.0,New York,Supplier C,Weekly,13.0,355.55,25.4,355.0,Yes,15.0,12.0,21,86,21,40.7128,-74.006,NY,
